"Department","Course Code","Title","Credits","Description"
"Asian American Studies (AAS)","AAS 402","Contemporary Asian American Literature","5","AAS 402 Contemporary Asian American Literature (5) A&H, DIVExamines Asian American literature from the 1950s to the present that require analyses of structures of power and possibilities for empowerment of an American ""minority"" group.  Multi-ethnic focus, including Filipino American, Japanese American, Chinese American, Korean American, Vietnamese American, and South Asian American subjects."
"Asian American Studies (AAS)","AAS 403","Survey of Asian American Poetry","5","AAS 403 Survey of Asian American Poetry (5) A&H, DIVAsian American poetry, nineteenth century to present. Readings include poetry of the early immigrant to America, cultural imperatives transferred from old world to new world, and establishment of an Asian American identity in poetry from 1870s through 1890s."
"Asian American Studies (AAS)","AAS 404","Advanced Asian American Studies in Humanities","5, max. 15","AAS 404 Advanced Asian American Studies in Humanities (5, max. 15) A&H, DIVAsian American and Pacific Islander identity and cultures from a humanities perspective. Emphasis on literature, film, music, performance, visual, and material culture. Topics include globalization, war, empire, militarism, capitalism, racism. Interdisciplinary research methods utilize primary documents, historical analysis, cultural studies, and theory. Offered: AWSpS."
"Asian American Studies (AAS)","AAS 405","Advanced Asian American Studies in Social Science","5, max. 15","AAS 405 Advanced Asian American Studies in Social Science (5, max. 15) SSc, DIVAdvanced study of topics in Asian American and Pacific Islander identity and cultures through social science theories and methods. Introduction to Asian American and Pacific Islander studies and histories using primary documents, historical interpretation, and research. Topics include globalization, war, empire, militarism, capitalism, racism. Offered: AWSpS."
"Asian American Studies (AAS)","AAS 406","Asian American Activism","5","AAS 406 Asian American Activism (5) SSc, DIVExplores the multiple political traditions forged by Asian Americans, from the earliest challenges to racist laws and unequal wages to the latest debates over affirmative action and racial profiling. Examines Asian American communities organized to oppose and to perpetuate social inequalities. Offered: jointly with HSTAA 406."
"Asian American Studies (AAS)","AAS 498","Special Topics","5, max. 10","AAS 498 Special Topics (5, max. 10) SSc"
"Asian American Studies (AAS)","AAS 499","Undergraduate Independent Study","1-5, max. 10","AAS 499 Undergraduate Independent Study (1-5, max. 10)"
"Chicano Studies (CHSTU)","CHSTU 101","The Chicano/Mexican Ethnic Experience in the United States","5","CHSTU 101 The Chicano/Mexican Ethnic Experience in the United States (5) SSc, DIVExamines the Chicano/Mexican American experience, with a focus on past and contemporary issues of race, ethnicity, and socio-economic status."
"Chicano Studies (CHSTU)","CHSTU 200","Latinos in the United States: Patterns of Racial, Ethnic, and Socio-Economic and Political Inequality","5","CHSTU 200 Latinos in the United States: Patterns of Racial, Ethnic, and Socio-Economic and Political Inequality (5) SSc, DIVStudies broad patterns of inequality formed by historical forces, race, ethnicity, nationality, gender, immigration, and social capital. Analyzes rapid growth and adjustment of old and newly established Latino communities, resulting from transnational migration from Latin America."
"Chicano Studies (CHSTU)","CHSTU 224","Life and Labor in the US-Mexico Borderlands","5","CHSTU 224 Life and Labor in the US-Mexico Borderlands (5) SSc, DIVFocuses on inhabitants of the U.S.-Mexico borderlands since the nineteenth century. Emphasizes the fungible U.S.-Mexico border, industrialization of the Southwest and northern Mexico, cultures of migration, and the creation of ""Greater Mexico.""  Influence of labor and migration in gender constructions. Course overlaps with: T HIST 376."
"Chicano Studies (CHSTU)","CHSTU 251","Latinx, Colonialism, and Borders: Becoming Latinx in the United States","5","CHSTU 251 Latinx, Colonialism, and Borders: Becoming Latinx in the United States (5) SSc, DIVInvestigates the forces of colonial rule and continuing structures of coloniality on Latin American individuals and communities focusing on how they lead to crossing U.S. borders. Covers how and why such borders have been drawn, shifted, and made more or less fluid at different times. Examines how race, gender, sexuality, language, and religion shaped experiences of displacement, migration, resettlement, community building, and return. Offered: jointly with HSTCMP 251."
"Chicano Studies (CHSTU)","CHSTU 254","Northwest Latino Ethnic Communities: Culture, Race, Class, Immigration, and Socio-Economic and Political Marginalization","5","CHSTU 254 Northwest Latino Ethnic Communities: Culture, Race, Class, Immigration, and Socio-Economic and Political Marginalization (5) SSc, DIVTraces the history and development of the Latino community in the Pacific Northwest.  The study engages racial and ethnic identities, rural to urban, inter-regional, and trans-border migration, and labor and economy to approach issues of marginalization.  The Latino community is also contrasted across rural and urban spaces."
"Chicano Studies (CHSTU)","CHSTU 255","Mexican Women: Past and Present","5","CHSTU 255 Mexican Women: Past and Present (5) SSc, DIVSurvey of women in Mexican society from Meso-American times to the 1940s."
"Chicano Studies (CHSTU)","CHSTU 256","Chicanas: Gender and Race Issues","5","CHSTU 256 Chicanas: Gender and Race Issues (5) SScContemporary issues in the Chicana movement since the 1940s. Issues range from feminism and Chicana political, educational, and social organizations, to work, family, health, and the arts."
