"subject","level","description","course_code","course_name","credits"
"African American Studies","Undergraduate","Terms offered: Spring 2016, Fall 2014, Spring 2013The course examines ways gender and race constructions shape the lives of African American males. Developmental in design, we examine black males in the context of childhood, adolescence, gender relations and family, and the world of work.","AFRICAM 109","Black and Male in American Life","3 Units"
"African American Studies","Undergraduate","Terms offered: Fall 2021, Fall 2019, Fall 2018Emphasis on social history and comparative analysis of race, class, and gender relations in American society. Examines both similarities and differences, and highlights gender politics.","AFRICAM 111","Race, Class, and Gender in the United States","3 Units"
"African American Studies","Undergraduate","Terms offered: Summer 2022 8 Week Session, Fall 2020, Summer 2020 8 Week SessionA focus on patterns of globalization, migration, and race/ethnic relations with regard to African Americans, Mexican Americans, and Asian Americans in the 1890s and 1990s. Key aspects like economics, politics, gender, and culture are examined. This course is web-based.","AFRICAM W111","Race, Class, and Gender","3 Units"
"African American Studies","Undergraduate","Terms offered: Spring 2021, Spring 2019, Spring 2018An examination of the structural and actual manifestations of Third World underdevelopment and the broad spectrum of theoretical positions put forward to explain it. Underdevelopment will be viewed from both the international and intranational perspective.","AFRICAM 112A","Political and Economic Development in the Third World","4 Units"
"African American Studies","Undergraduate","Terms offered: Spring 2016, Spring 2015, Spring 2014A critical appraisal of the theoretically based policies employed by Third World nations in their attempts at transition to modernized developed socio-political and economic systems and an examination of the international and intranational impediments to Third World development. The focus will be on actual examples that represent the diversity of developing countries.","AFRICAM 112B","Political and Economic Development in the Third World","4 Units"
"African American Studies","Undergraduate","Terms offered: Spring 2025, Spring 2024","AFRICAM 113AC","Racial Capitalism","4 Units"
"African American Studies","Undergraduate","Terms offered: Fall 2023, Fall 2022, Fall 2020The course will provide an overview of the linguistic structure of African languages. Because the Bantu languages constitute the largest sub-group in sub-Saharan Africa, there will be much focus on the description of the major grammatical features of Bantu languages. The descriptions of African linguistic structure will be accompanied by insights into the contributions made by African languages to general linguistics. Data from various African","AFRICAM 114","Introduction to African Linguistics","3 Units"
"African American Studies","Undergraduate","Terms offered: Spring 2024, Spring 2021, Spring 2020This is an upper division course dealing with the relevance of language to social issues in African societies. It will focus on political developments in Africa and the use of language in fostering national identity; attaining cultural emancipation; and as a tool of oppression, of maintenance of social relations, and of addressing issues of education and childhood development, etc. The course will examine such issues as the roots of national","AFRICAM 115","Language and Social Issues in Africa","3 Units"
"African American Studies","Undergraduate","Terms offered: Fall 2025, Fall 2024, Fall 2023This course will examine the origins of the African slave trade, and explore political, economic, demographic and cultural factors shaping African American life and culture prior to 1865.","AFRICAM 116","Slavery and African American Life Before 1865","4 Units"
"African American Studies","Undergraduate","Terms offered: Spring 2024, Spring 2017, Spring 2016With emphasis given to the organization of labor after slavery, this course will explore the history of African American cultural, institutions and protest traditions from the Civil War to the Civil Rights Movement.","AFRICAM 117","African Americans in the Industrial Age, 1865-1970","4 Units"
