"course_code","course_title","credits","department","description"
"CLIM 314","Severe and Extreme Weather","3 credits.","Climate Dynamics (CLIM)","Behavior of weather events ranging from small scale (e.g., thunderstorms and tornadoes) to mesoscale (e.g., fronts and hurricanes). Introduces the dynamical and physical processes, atmospheric boundary layer processes, and coupling between different spatial scales that create and shape severe and localized weather events. Designated a Green Leaf Course. Offered byAtmospheric/Oceanic/Earth Sci. Limited to three attempts. Equivalent toGGS 314. Specialized Designation:Green Leaf Related Course Recommended Prerequisite:MATH 113or equivalent; CLIM/PHYS 111/112 or EOS 121 orGGS 121. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"CLIM 319","Air Pollution","3 credits.","Climate Dynamics (CLIM)","Description of major types of air pollution and introduction to how their characteristics are influenced by interaction with the atmosphere. Topics include sources and distribution of pollution from local to global scales, effects of radiation and wind on pollution, modeling of plume dispersion, and pollution effects on climate. Designated a Green Leaf Course. Offered byAtmospheric/Oceanic/Earth Sci. Limited to three attempts. Specialized Designation:Green Leaf Related Course Recommended Prerequisite:CLIM 111orGGS 121. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"CLIM 390","Topics in Climate Research","1-4 credits.","Climate Dynamics (CLIM)","Selected topics not covered in fixed content courses. May be included for credit by AOES majors in the 45 credits of courses required for BS degree. Offered byAtmospheric/Oceanic/Earth Sci. May be repeated within the degree for a maximum 6 credits. Specialized Designation:Topic Varies Recommended Prerequisite:15 credits of AOES courses within concentration. Schedule Type:Independent Study Grading:This course is graded on theUndergraduate Regular scale."
"CLIM 401","Midlatitude Synoptic Meteorology","3 credits.","Climate Dynamics (CLIM)","This course teaches students how to apply dynamical concepts and methods in weather analysis and map interpretation. We first introduce the essential dynamical tools for synoptic meteorology, the quasigeostrophic theory, isentropic analysis and potential vorticity framework. Using these tools, we examine the midlatitude weather systems and phenomena, including extratropical cyclone, front, cold-air damming and winter storm. The concept of baroclinic instability is also introduced. Finally, basic procedure of numerical weather prediction and human forecasting processes are discussed. Offered byAtmospheric/Oceanic/Earth Sci. Limited to three attempts. Recommended Prerequisite:CLIM 301 Recommended Corequisite:CLIM 411 Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"CLIM 408","Senior Research","3 credits.","Climate Dynamics (CLIM)","Independent research under guidance of faculty member on a research project in numerical, experimental, observational, or theoretical atmospheric or climate-related research. A written report on the project is required. Notes: May be repeated with department permission. Offered byAtmospheric/Oceanic/Earth Sci. May be repeated within the degree for a maximum 6 credits. Mason Core:Mason Core (All) Specialized Designation:Writing Intensive in Major Recommended Prerequisite:15 credits of AOES courses within major. Schedule Type:Research Grading:This course is graded on theUndergraduate Regular scale."
"CLIM 409","Research Internship","3 credits.","Climate Dynamics (CLIM)","On-the-job experience for AOES majors in industry or government laboratories, including summer research programs. Students work in observational, experimental, or theoretical research, and prepare a written report at the end of the internship. Notes: May be repeated with department permission. Offered byAtmospheric/Oceanic/Earth Sci. May be repeated within the degree for a maximum 6 credits. Recommended Prerequisite:75 credits. 15 credits of courses in major and permission of department. Schedule Type:Independent Study Grading:This course is graded on theUndergraduate Regular scale."
"CLIM 411","Atmospheric Dynamics","3 credits.","Climate Dynamics (CLIM)","Observational bases and fundamentals of fluid dynamic principle for understanding atmospheric motions across multiple spatial and temporal scales; covers basic conservation laws of mass, momentum, and energy; concepts of circulation and vorticity; balanced atmospheric flows, e.g. geostrophic wind and shear, thermal wind; quasi-geostrophic and isentropic potential vorticity analysis for mid-latitude cyclones and fronts. Offered byAtmospheric/Oceanic/Earth Sci. Limited to three attempts. Recommended Prerequisite:CLIM 111andMATH 213, or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"CLIM 412","Physical Oceanography","3 credits.","Climate Dynamics (CLIM)","Reviews global patterns of temperature, salinity, currents and waves in the world's oceans and how these patterns influence marine biota, climate, and human activity. Introduces key concepts which explain physical features of the ocean ranging from microscopic turbulence to global circulation. Designated a Green Leaf Course. Offered byAtmospheric/Oceanic/Earth Sci. Limited to three attempts. Equivalent toGEOL 412. Specialized Designation:Green Leaf Related Course Recommended Prerequisite:MATH 113or115andPHYS 160or 253; or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"CLIM 429","Atmospheric Thermodynamics","3 credits.","Climate Dynamics (CLIM)","Thermodynamics of the atmosphere, properties of dry and moist air, air parcel as a thermodynamic system, atmospheric stability and convection, cloud formation and stability indices. Offered byAtmospheric/Oceanic/Earth Sci. Limited to three attempts. Recommended Prerequisite:CLIM 111,MATH 114andPHYS 260; or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"CLIM 438","Atmospheric Chemistry","3 credits.","Climate Dynamics (CLIM)","Reviews fundamental chemical processes of the Earth's atmosphere including chemical cycles, thermodynamics, reaction kinetics, photochemistry, radiative balance, ozone chemistry and environmental issues, including air pollution, acid rain and global change. Includes some review of extraterrestrial atmospheric chemistry. Offered byAtmospheric/Oceanic/Earth Sci. Limited to three attempts. Equivalent toCHEM 438. Recommended Prerequisite:CHEM 331and332or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
